posted,neighborhood,post title,number bedrooms,sqft,price
2020-12-11 16:22:00,Inner Richmond,Another Price adjustment! Rare 2bed 1.5 bath close to all amenities,2,700,"$2,850"
2020-12-11 16:22:00,Inner Richmond,Another Price drop! 3 bed 2 bath close to all amenities,3,900,"$3,450"
2020-12-11 16:21:00,Ingleside,Spacious Remodeled 1 Bedroom Apartment w/Parking,1,NA,"$2,150"
2020-12-11 16:21:00,Mission District,Mission Dolores/11 Dolores&Market/Remodeled/W/D in unit!!,1,675,"$3,095"
2020-12-11 16:21:00,Castro,"Modern, luxury living with stunning SF city views",4,1800,"$7,800"
2020-12-11 16:20:00,Mission District,Central SF - Bright Top Floor 4BR/1BA Laundry in-Unit!,4,NA,"$3,995"
2020-12-11 16:20:00,Castro,Spacious Remodeled 2 Bedroom Flat w/Amazing Views!,2,1600,"$3,650"
2020-12-11 16:20:00,Mission District,Modern Sunny 1 bedroom  1 bath near Dolores Park,1,NA,"$2,295"
2020-12-11 16:20:00,Lower Nob Hill,Completely Remodeled 1 Bedroom,1,NA,"$2,050"
2020-12-11 16:20:00,Richmond,Beautiful Spacious Top Floor Flat w/Parking,3,1800,"$4,295"
2020-12-11 16:20:00,Marina,Beautiful Marina 1 Bedroom,1,900,"$3,150"
2020-12-11 16:20:00,Mission District,Beautiful Top Floor Mission District Flat Completely Remodeled,2,NA,"$3,395"
2020-12-11 16:20:00,Inner Sunset,Completely Remodeled Inner Sunset 1 Bedroom Flat (Optional 2 Bedroom),1,850,"$2,395"
2020-12-11 16:20:00,Hayes Valley,Studio Cottage in Great Duboce Triangle/Hayes Valley Location,NA,NA,"$1,900"
2020-12-11 16:20:00,Richmond,"Sunny studio apartment with storage, washer/dryer, yard",1,NA,"$1,695"
2020-12-11 16:20:00,Marina,Charming 3 Bed 1.5 Bath Top Floor Marina Flat w/Parking,3,1800,"$4,995"
2020-12-11 16:19:00,Soma,Desirable tri-level condo in SOMA district!,1,691,"$2,950"
2020-12-11 16:19:00,Soma,Views! 2-bedroom/2-bath condo for rent with parking & storage,2,NA,"$2,995"
2020-12-11 16:19:00,Usf,Charming Top Floor Flat w/2 Parking Spaces & In-Unit Laundry,3,1600,"$5,850"
2020-12-11 16:19:00,Nob Hill,Beautiful Remodeled Studio * FIRST MONTH FREE!,NA,NA,"$1,595"
2020-12-11 16:19:00,Pacific Heights,Spacious 2 Bedroom w/Parking Prime Location,2,NA,"$2,975"
2020-12-11 16:19:00,Mission District,New Two Bedroom Apartment,2,NA,"$2,995"
2020-12-11 16:19:00,Marina,Desirable Top Floor Studio located in Prime Location,NA,NA,"$1,895"
2020-12-11 16:19:00,Marina,Top Floor Marina Studio in Prime Location,NA,NA,"$1,995"
2020-12-11 16:19:00,Lower Nob Hill,Beautiful Studio * FIRST MONTH FREE,NA,NA,"$1,495"
2020-12-11 16:19:00,Twin Peaks,Twin Peaks 2 Bedroom Remodeled w/Views,2,NA,"$2,975"
2020-12-11 16:19:00,Hayes Valley,Bright CORNER Jr1Bed!! #300 is Your New Home!! Don't Miss Out!,1,650,"$3,285"
2020-12-11 16:19:00,Russian Hill,"LARGE, BEAUTIFUL RUSSIAN HILL STUDIO",NA,NA,"$1,895"
2020-12-11 16:17:00,Soma,Gorgeous Studio In SOMA! New Specials,NA,453,"$1,798"
2020-12-11 16:15:00,San Francisco,260 King Street Unit #451A,2,1073,"$4,295"
2020-12-11 16:14:00,Haight Ashbury,Top Floor Haight Ashbury Apt - Very Clean -New Rent Reduction!,4,NA,"$3,495"
2020-12-11 16:14:00,Hayes Valley,Hayes Valley beauty overlooking the Green,1,610,"$2,790"
2020-12-11 16:14:00,Inner Sunset,"UCSF steps away, quiet & cozy apartment available now",1,NA,"$2,500"
2020-12-11 16:14:00,Mission District,upstairs of a 3bedroom 2 bathroom home,3,NA,"$3,300"
2020-12-11 16:13:00,Sunset,duplex apartment/2 story apartment @1223 20th Ave,3,NA,"$3,500"
2020-12-11 16:13:00,Soma,12 Weeks Free Holidays Special! Remodeled Studio w/loft Available Now!,NA,505,"$1,726"
2020-12-11 16:12:00,Mission District,Garden studio apartment,1,346,"$1,800"
2020-12-11 16:11:00,San Francisco,Amazing Luxurious Modernized Spanish Mediterranean,3,2200,"$8,900"
2020-12-11 16:10:00,Downtown,Were giving the farm away!! Come find you the best apartment around!!,1,515,"$2,121"
2020-12-11 16:10:00,Mission District,Remodeled Mission/Dolores Heights 1BR/1BA - W/D In-Unit!,1,NA,"$2,895"
2020-12-11 16:08:00,Laurel Hts,#201 Furnished ONLY Charming 1 bedroom enjoy staying in Laurel Heights,1,650,"$2,600"
2020-12-11 16:08:00,Soma,Millennium Tower Awesome Salesforce Park View-Parking available + $500,2,1845,"$6,900"
2020-12-11 16:07:00,Lower Nob Hill,The Perfect Home and Shelter.,NA,586,"$1,600"
2020-12-11 16:07:00,Noe Valley,Spacious One Bedroom in Noe Valley,1,NA,"$2,320"
2020-12-11 16:06:00,Financial District,"Four Seasons Luxury Penthouse 1 CD with Grand Living Room $19,500",3,3550,"$19,500"
2020-12-11 16:06:00,Hayes Valley,"Remodel Studio w/ Hardwood Floors, 2 Blocks from Alamo Sq",NA,NA,"$1,795"
2020-12-11 16:05:00,Financial District,Unique Townhome w/ 2.5 Baths. Private Entry. 12 Weeks FREE,2,1285,"$4,511"
2020-12-11 16:04:00,North Beach,"Beautifully Remodeled 3 Bedroom, 3 Bath Top Floor Flat w/ Laundry",3,NA,"$5,595"
2020-12-11 16:04:00,Potrero Hill,3 bed 2 bath tri-plex in boutique building in Potrero Terrace,3,1478,"$4,500"
2020-12-11 16:04:00,Downtown,Penthouse unit with parking and storage!,1,800,"$3,000"
2020-12-11 16:03:00,Potrero Hill,Saturday deals!!!!$1500 FIRST 6 months...1 bedroom,1,NA,"$3,000"
2020-12-11 16:03:00,Inner Sunset,"Affordable unit, have your private place!",NA,NA,"$1,295"
2020-12-11 16:03:00,Cole Valley,Victorian 3 Bedroom 2 bath w/ shared laundry,3,NA,"$3,995"
2020-12-11 16:03:00,Haight Ashbury,TOP floor…Hardwood floors…close to Haight- Panhandle of GGP.,1,NA,"$2,050"
2020-12-11 16:03:00,Hayes Valley,"2 bedroom, 1 bath duplex - 222c",2,1100,"$3,900"
2020-12-11 16:02:00,"San Francisco, Ca",Newly remodeled 1 bedroom & bathroom unit with OFFICE & WALKIN closet,1,650,"$1,800"
2020-12-11 16:02:00,Downtown,"BEAUTIFUL LARGE 1bd/1ba w/NEW Flooring, S/S Appliances - Parking",1,NA,"$2,795"
2020-12-11 16:02:00,Downtown,BRIGHT - One Bed/One Bath - 4th Floor - Available NOW - PARKING,1,NA,"$2,350"
2020-12-11 16:01:00,Downtown,LARGE 4th Floor - 1bed/1bath - Avail NOW - PARKING,1,NA,"$2,395"
2020-12-11 16:01:00,Soma,Railroad style 2 beds 2 baths with great lighting w/hardwood floors,2,NA,"$2,895"
2020-12-11 16:01:00,Downtown,LARGE 5th Fl 1bed/1bath - LOTS of Light - Available NOW - PARKING,1,NA,"$2,550"
2020-12-11 16:00:00,Downtown,"BEAUTIFUL 6th fl -1bd/1ba w/VIEW, LOTS OF LIGHT - Avail NOW - Parking!",1,NA,"$2,795"
2020-12-11 16:00:00,Potrero Hill,"One of a kind 3-story loft w: concrete floors, shared laundry",3,NA,"$3,695"
2020-12-11 16:00:00,Soma,"Best of SOMA, grand 2 bed 2 bath live work loft",2,1810,"$5,500"
2020-12-11 16:00:00,Potrero Hill,Studios Available Now! Minutes to UCSF! Ask About Our Specials!,NA,446,"$2,200"
2020-12-11 16:00:00,Duboce Triangle,Spacious 4 Bedrooms 2 Baths located in Duboce Triangle,4,NA,"$5,195"
2020-12-11 15:58:00,Noe Valley,In the heart of Noe Valley,3,NA,"$4,500"
2020-12-11 15:58:00,Hayes Valley,"Large, Light filled Hayes Valley 2 Bedroom Apt.",2,NA,"$3,195"
2020-12-11 15:58:00,Castro,Charming Duboce Triangle apartment,1,NA,"$2,495"
2020-12-11 15:58:00,Nob Hill,"Radiating elegance and style, this one-bedroom, one-bath Nob Hill",1,878,"$2,099"
2020-12-11 15:58:00,Castro,Step onto Castro Street,1,NA,"$2,995"
2020-12-11 15:58:00,Mission District,Tranquil Courtyard Dwelling: New Lux Apt in Winery Conversion,2,NA,"$2,985"
2020-12-11 15:57:00,Noe Valley,Amazing 3 Bedroom 1 bath located in Noe Valley,3,NA,"$3,895"
2020-12-11 15:57:00,Hayes Valley,"Live Outside The Lines., Community BBQ, Luxurious, Epicurean tables",2,849,"$3,075"
2020-12-11 15:57:00,Noe Valley,Prime Noe Valley A+ Location,2,NA,"$3,495"
2020-12-11 15:57:00,Laurel Hts,Laurel Heights with a view,1,NA,"$2,695"
2020-12-11 15:57:00,Nob Hill,Coffee and Bagels at your Door on 24th Street,2,NA,"$3,500"
2020-12-11 15:56:00,Usf,2 Bedroom 1 Bath w/cherry wood floors,2,NA,"$2,795"
2020-12-11 15:56:00,Haight Ashbury,Sunny 2 Bedroom 1 Bath with shared laundry,2,NA,"$3,095"
2020-12-11 15:56:00,Mission District,"Bright Sunny, Mission District living",4,NA,"$3,975"
2020-12-11 15:55:00,Hayes Valley,3BR Lots of light- Bring your Cats and Dogs,3,NA,"$3,700"
2020-12-11 15:55:00,Soma,Welcome Home !!! 10% off,1,989,"$3,227"
2020-12-11 15:54:00,Nob Hill,Beautiful Renovated 2 bed/1 bath Apt. on Nob Hill. One month free!,2,NA,"$3,395"
2020-12-11 15:54:00,Nob Hill,2 Bed 1 Bath Nob Hill! One Month Free! Prime City Living! Location!,2,555,"$3,395"
2020-12-11 15:54:00,Nob Hill,Beautiful 1 Bed/1 Bath Apartment in prime location!,1,425,"$2,175"
2020-12-11 15:54:00,Nob Hill,2 Bed 1 Bath Nob Hill Prime City Living ! First Month Free!,2,NA,"$3,395"
2020-12-11 15:54:00,Nob Hill,Beautiful Renovated Nob Hill 2 Bedroom 1 Bath with stunning views!,2,NA,"$3,595"
2020-12-11 15:54:00,Soma,"A Home For You, And Your Furry Friend Too",2,985,"$3,569"
2020-12-11 15:53:00,Downtown,Large 3 bedroom/2 bath w/in unit laundry & parking,3,1600,"$4,000"
2020-12-11 15:53:00,Downtown,One month free!  Large modern 1/1 with laundry & parking!!,1,NA,"$2,800"
2020-12-11 15:53:00,Russian Hill,Huge Russian Hill condo with parking and storage!,2,NA,"$4,500"
2020-12-11 15:53:00,Soma,6 months lease - New Waterfront Jr 1B/1B walk to Caltrain Oracle Park,1,NA,"$2,495"
2020-12-11 15:53:00,Downtown,Reduced!! Large updated one bedroom with views!,1,725,"$2,900"
2020-12-11 15:53:00,Pacific Heights,Luxury @ New Rockwell - 2 Bed 2 Bath Opt. Parking,2,969,"$4,200"
2020-12-11 15:53:00,Downtown,L❤VE Where You Live @ Fox Plaza Apartments,2,814,"$3,344"
2020-12-11 15:52:00,Noe Valley,**LUXURY 4 BED/2.5 BATH HOME WITH LAUNDRY PARKING AND SWIMMING POOL***,4,1900,"$5,980"
2020-12-11 15:51:00,Mission District,58 Liberty Street #3 Majestic Victorian,1,750,"$2,300"
2020-12-11 15:51:00,Pacific Heights,BEAUTIFULLY RENOVATED 2 BEDROOM IN PAC HEIGHTS !,2,850,"$3,400"
2020-12-11 15:50:00,Haight Ashbury,Bright and Spacious 2 Bed 1 Bath near with hardwood floor,2,NA,"$2,795"
2020-12-11 15:50:00,Castro,4br -  4 BEDROOM APARTMENT|PRIVATE ENTRANCE|PARKING INCLUDED,4,1622,"$5,000"
2020-12-11 15:50:00,Inner Sunset,GORGEOUS 1 BEDROOM in the Inner Sunset! CALL NOW!,1,891,"$3,650"
2020-12-11 15:50:00,Castro,1 Bedroom/1 Bath Available Now!,1,585,"$2,650"
2020-12-11 15:50:00,Russian Hill,#185 Furnished ONLY Spacious 1 bedroom in Russian Hill,1,750,"$3,100"
2020-12-11 15:50:00,Richmond,TOP FLOOR Spacious 3Bedroom 2.5 Bath,3,2000,"$3,775"
2020-12-11 15:50:00,Soma,"10 weeks FREE & $500 concession! 5th floor, patio, natural sunlight!",1,NA,"$2,665"
2020-12-11 15:50:00,Soma,#168 Furnished&unfurnished - 2 Bdrm 1 Bath in SOMA/South of Market,2,800,"$3,550"
2020-12-11 15:50:00,Mission District,Deluxe 2 bedroom 2 bath with a patio,2,NA,"$2,995"
2020-12-11 15:50:00,Mission District,58 Liberty Street #6 Majestic Victorian,1,700,"$2,500"
2020-12-11 15:50:00,Richmond,Cozy Quiet 1 Bedroom,1,700,"$2,200"
2020-12-11 15:49:00,Mission District,58 #1 Liberty Street Majestic Victorian,1,800,"$2,750"
2020-12-11 15:49:00,Potrero Hill,Studio,NA,NA,"$1,995"
2020-12-11 15:49:00,Mission District,70 Liberty Street #1 Majestic Victorian,1,785,"$2,650"
2020-12-11 15:49:00,Soma,Jasper | Your Spacious Home! Free parking concession!,1,860,"$2,663"
2020-12-11 15:47:00,Mission District,Mission Studio - Terrific Location,NA,NA,"$2,200"
2020-12-11 15:47:00,North Beach,ROOF Deck...VIEWS..Heart of North Beach...Washer/Dryer in the unit,1,NA,"$2,550"
2020-12-11 15:46:00,Inner Sunset,House in-law unit for rent,2,700,"$2,150"
2020-12-11 15:46:00,Inner Sunset,Sunny and Clean Junior 1 Bedroom/Studio Unit,1,250,"$1,350"
2020-12-11 15:45:00,Sunset,Clean Junior 1 Bedroom/Studio In-Law,NA,250,"$1,350"
2020-12-11 15:45:00,Lower Haight,Beautiful Apartment ready to be your new home! Newly renovated ~!~!~,5,1400,"$6,950"
2020-12-11 15:45:00,Soma,**8-Weeks Free! Brand New 2-Bedroom / 2-Bath in SOMA!!**,2,922,"$3,291"
2020-12-11 15:44:00,Downtown,BEAUTIFUL Updated 5th Fl 1bd/1ba - Available NOW - PARKING,1,NA,"$2,595"
2020-12-11 15:43:00,Downtown,Beautiful 1bd/1ba - LIGHT - VIEW - PARKING - Avail NOW,1,NA,"$2,495"
2020-12-11 15:43:00,Downtown,Corner 1bd/1ba with NEW Carpet - Parking 100.00,1,NA,"$2,495"
2020-12-11 15:42:00,Potrero Hill,"Luxurious 3 beds, 3 baths Condo in San Francisco, CA",3,1845,"$6,000"
2020-12-11 15:42:00,Downtown,"LARGE  6th FL West Facing, 1bd/1ba - NEW Carpet - Avail NOW - PARKING",1,NA,"$2,550"
2020-12-11 15:42:00,Pacific Heights,BEAUTIFUL STUDIO w/HARDWOOD / Updated Kitchen & Bathrm - Park Availabl,NA,NA,"$1,995"
2020-12-11 15:42:00,Pacific Heights,"#120 Furnished ONLY Gorgeous, Cozy Junior-One-Bedroom Apartment",1,550,"$3,500"
2020-12-11 15:42:00,Pacific Heights,Relocators seeking Unfurnished/ Furnished Pac Heights,2,1500,"$4,800"
2020-12-11 15:41:00,Potrero Hill,2K Move-In Bonus! & 8 Weeks Free Rent! Near Crane Cove Park/Beach!,2,946,"$3,155"
2020-12-11 15:41:00,Inner Richmond,NEW LOWER PRICE! GREAT Top-Floor Apt Near EVERYTHING - Parking Incld,2,NA,"$3,000"
2020-12-11 15:40:00,Lower Nob Hill,>Modern Studio / Classic Building / 735 Taylor #108 / RentingSF<,NA,NA,"$1,695"
2020-12-11 15:40:00,Mission District,Three Bedroom Home with Private Patio and Three Months Free,3,1075,"$4,169"
2020-12-11 15:39:00,Alamo Square,"3 Bed+Office / 2 Bath: at Alamo Square Park w/laundry, new dishwasher",3,1700,"$4,850"
2020-12-11 15:39:00,Lower Nob Hill,"Beautiful apartment, Move in bonus",NA,586,"$1,650"
2020-12-11 15:38:00,Glen Park,Price Adjustment! Serene garden unit with private entrance,1,NA,"$2,150"
2020-12-11 15:38:00,Potrero Hill,Spacious loft 2 bedrooms 2.5 baths,2,NA,"$3,695"
2020-12-11 15:37:00,Soma,Wow 10 % off  ?! You have to take advantage of this special offer,2,1532,"$4,363"
2020-12-11 15:37:00,Lower Nob Hill,Large 1 Bedroom,1,NA,"$1,850"
2020-12-11 15:37:00,Cole Valley,Sunny Top floor 2 Bedrooms 1.5 Bath,2,NA,"$3,095"
2020-12-11 15:36:00,Hayes Valley,"Alamo Square 2br/2ba 2 Level Townhouse w/Balcony, Skylights, Garage!",2,NA,"$3,250"
2020-12-11 15:35:00,Marina,Marina Studio Lease Takeover,NA,NA,"$2,100"
2020-12-11 15:35:00,Ingleside,Don’t Leave San Francisco To Get More Space-Come Here!,2,1094,"$3,742"
2020-12-11 15:35:00,Duboce Triangle,Beautiful Studio in the Center of the City- Shared Yard and Laundry,1,NA,"$1,895"
2020-12-11 15:35:00,Soma,"SOMA Minimalist Studio,Walk-In Closet! Utilities Free! Unit 332",NA,358,"$1,900"
2020-12-11 15:34:00,Hayes Valley,Brand new 1 bed/1 bath condo in Hayes valley,1,NA,"$2,600"
2020-12-11 15:33:00,Laurel Hts,Laurel Village | Spacious 1 Bedroom - 3 Commonwealth Avenue,1,NA,"$2,895"
2020-12-11 15:32:00,Russian Hill,1st MONTH FREE!  Beautiful 2+ bdrm Edwardian w/ Garage & Storage!,2,1250,"$4,995"
2020-12-11 15:32:00,Soma,Boutique Luxury Flat One Month Free!!!,1,NA,"$1,995"
2020-12-11 15:30:00,Hayes Valley,Charming 1 bedroom 1 bath,1,NA,"$1,895"
2020-12-11 15:30:00,Alamo Square,Beautifully Remodeled 2BR/2BA in Alamo Square Park; W/D in Unit,2,NA,"$3,495"
2020-12-11 15:30:00,Hayes Valley,Gorgeous Studio in Beautiful Hayes Valley; Newly Renovated; Pets OK,NA,NA,"$2,495"
2020-12-11 15:29:00,Soma,SoMa Sunny Spacious Remodeled 1 Bedroom Apt 326 San Francisco,1,440,"$2,495"
2020-12-11 15:29:00,Lower Haight,"Sunny 1 bed/ 1 bath hardwood floors, and carpet in bedroom, and shared",1,NA,"$2,395"
2020-12-11 15:29:00,Soma,Spacious Renovated 1 Bedroom: Move-In Bonus!,1,669,"$2,333"
2020-12-11 15:29:00,Soma,Large Multi-level Loft style Unit in SOMA - Move-In Bonus!,1,700,"$2,333"
2020-12-11 15:29:00,Mission District,Top Floor 2/3 Bedroom Flat 2 Blocks From BART Pet OK!!!,3,NA,"$2,550"
2020-12-11 15:29:00,Soma,Striking Top-Floor Loft with Views in SOMA,2,885,"$3,176"
2020-12-11 15:28:00,Castro,"Modern, quiet top floor 2 Bedroom apartment",2,NA,"$3,200"
2020-12-11 15:28:00,Soma,Modern Two Bedroom Two Bathroom Condo,2,995,"$2,995"
2020-12-11 15:28:00,Bernal Heights,Large Contemporary Home with Flex Space and Backyard Oasis,3,1700,"$5,200"
2020-12-11 15:28:00,Lower Pac Hts,Preston Apts. - Studios available,NA,NA,"$1,900"
2020-12-11 15:28:00,Lower Nob Hill,Beautiful Studio w/ Sleep Alcove Walk in Closet Gym Laundry Roof Deck,1,550,"$1,700"
2020-12-11 15:27:00,Soma,SOMA Sunny Affordable Studio! Utilities Free! Unit 320,NA,316,"$1,900"
2020-12-11 15:26:00,Soma,"SoMa Charming Studio, Affordable, Utilities Free! 311",NA,300,"$1,900"
2020-12-11 15:26:00,Soma,You Don't want to miss this!!!!,2,1250,"$3,609"
2020-12-11 15:25:00,Soma,"SoMa Cute Fresh Corner Apt, Utilities Free! City Views! 301",NA,275,"$1,900"
2020-12-11 15:25:00,Mission District,"Lay Back, Relax, & Enjoy Your New Home ~ We'll take care of the rest",4,1565,"$4,540"
2020-12-11 15:25:00,Ingleside,"Spending more time at home?Large, affordable apartments on 152 acres.",1,804,"$3,047"
2020-12-11 15:23:00,Ingleside,IG Garden Townhomes! It's like a single family home -no maintenance!,1,691,"$2,375"
2020-12-11 15:23:00,Mission District,"899 Capp St #1A, San Francisco",NA,NA,"$1,895"
2020-12-11 15:22:00,Soma,"Bay Views w/ 2 Months FREE RENT, 24/7 Valet & More At 33 Tehama!",2,934,"$4,503"
2020-12-11 15:20:00,Sunset,1 Bedroom In-law Apt Nr Ocean Beach and GG Park (Rent Incl Utilities),1,300,"$1,895"
2020-12-11 15:19:00,Castro,Updated Garden Apartment in Gorgeous Victorian,1,NA,"$2,700"
2020-12-11 15:19:00,Pacific Heights,Top Floor-Modern Studio in Prime Location! Check out the Virtual Tour!,NA,NA,"$1,900"
2020-12-11 15:19:00,Soma,Luxury  1 BR/1 BA at Millennium Tower w/ Storage,1,666,"$3,000"
2020-12-11 15:19:00,Cole Valley,"Spacious, Remodeled 3BR/2BA Condo w/ Parking",3,1450,"$5,000"
2020-12-11 15:18:00,Soma,AMAZING Specials for Our Beautiful Studios - 2 Months Free,NA,453,"$1,798"
2020-12-11 15:18:00,Lower Nob Hill,Newly Remodeled 2BR/1BA Top Floor Corner Unit; Great Lighting; Pets OK,2,NA,"$2,895"
2020-12-11 15:18:00,Mission District,"3br - Attractive, updated apartment",3,NA,"$4,500"
2020-12-11 15:18:00,Lower Nob Hill,Newly Remodeled Studio/1BA Near Union Square; Pet Friendly,NA,NA,"$1,895"
2020-12-11 15:17:00,Alamo Square,Beautifully Remodeled 2BR/1BA in Alamo Square; Pets OK,2,NA,"$3,395"
2020-12-11 15:17:00,Sunset,"Top Floor 2BR/1.5BA in Small, Quiet Building",2,NA,"$3,400"
2020-12-11 15:17:00,Alamo Square,Newly Remodeled 1BR/1BA in Alamo Square; W/D in Unit; Pets OK,1,NA,"$2,395"
2020-12-11 15:17:00,Hayes Valley,Gorgeous Top Floor 1BR/1BA in Alamo Square; W/D in Unit; Pets OK,1,NA,"$2,895"
2020-12-11 15:16:00,Mission District,Mission Dolores/340 Church&15th/Muni/W/D in unit!!,2,755,"$3,395"
2020-12-11 15:15:00,Noe Valley,"$3950 \ 2br - Charming Victoria House, best block on Liberty St.",2,NA,"$3,950"
2020-12-11 15:15:00,Lower Nob Hill,Third-floor studio in Theater District,NA,590,"$1,950"
2020-12-11 15:14:00,Western Addition,Spacious/modern condo with parking/own laundry machines! Price drop!,1,744,"$2,996"
2020-12-11 15:14:00,Bernal Heights,"Bernal Hts. 2Br/1.5Ba Home w/Fab City Views, Deck, Hot Tub, Garage!",2,NA,"$4,250"
2020-12-11 15:13:00,Alamo Square,"Range, Ceiling Fan, Microwave",2,885,"$1,975"
2020-12-11 15:12:00,Potrero Hill,"Top Floor, Parking, Roof deck, Large windows, Bay views",3,1284,"$4,500"
2020-12-11 15:12:00,Alamo Square,Newly Remodeled 1BR/1BA in Alamo Square; W/D in Unit; Pet Friendly,1,NA,"$2,995"
2020-12-11 15:12:00,Alamo Square,Newly Remodeled Top Floor 3BR/2BA in Alamo Square; W/D in Unit; Pet,3,NA,"$4,595"
2020-12-11 15:11:00,Lower Nob Hill,Newly Remodeled Studio Downtown; Beautiful Finishes; Pets OK,NA,NA,"$1,695"
2020-12-11 15:11:00,Lower Haight,"One bedroom, one bathroom located in the Lower Haight",1,NA,"$2,395"
2020-12-11 15:11:00,Lower Nob Hill,Huge Newly Remodeled Studio Downtown; Amazing Storage; Pets OK,NA,NA,"$1,995"
2020-12-11 15:11:00,Castro,Ground Floor 1BD with Sun Room & Patio - Available Now!,1,NA,"$2,395"
2020-12-11 15:11:00,Soma,One Rincon Hill - Water and Downtown Views,1,755,"$3,550"
2020-12-11 15:11:00,Lower Nob Hill,Bright and Spacious 1BR/1BA Next to Union Square; Pet Friendly,1,NA,"$2,295"
2020-12-11 15:10:00,Western Addition,Showing Now - Fully loaded condo -W&D in unit / Grg Prkg / LRG Yrd,2,NA,"$3,399"
2020-12-11 15:10:00,Lower Nob Hill,Fourth-floor one-bedroom in Theater District,1,590,"$1,950"
2020-12-11 15:10:00,Pacific Heights,Charming Open Living & Kitchen 1BD with Washer/Dryer - Available Now!,1,NA,"$2,595"
2020-12-11 15:10:00,Hayes Valley,"Newer Studio Condo w/ Bike Parking, Storage, A/C and Webpass Internet",NA,445,"$1,950"
2020-12-11 15:10:00,Potrero Hill,STOP BY THIS SATURDAY..$1500,1,NA,"$3,000"
2020-12-11 15:09:00,Cole Valley,Bright Spacious Sunny Renovated 1 Bedroom in Cole Valley!,1,NA,"$3,250"
2020-12-11 15:09:00,Alamo Square,Newly Remodeled 3BD Flat with New Stainless Steel Appliances!,3,NA,"$3,900"
2020-12-11 15:09:00,Nob Hill,New Micro Unit in Nob Hill,NA,265,"$1,625"
2020-12-11 15:08:00,Noe Valley,Prime Noe Valley Elegance – 3br/2.5ba Dolores Heights Home,3,NA,"$6,500"
2020-12-11 15:08:00,Alamo Square,Nopa/900 Broderick&Golden Gate/Alamo Square/Available Now!,2,NA,"$2,995"
2020-12-11 15:08:00,Nob Hill,Beautiful Nob Hill Studio,NA,450,"$2,095"
2020-12-11 15:08:00,Soma,"Large, tranquil, sunny 1BR condo in Mission Bay with an uncommon view",1,859,"$3,100"
2020-12-11 15:07:00,Nob Hill,Nice Nob Hill Studio,NA,450,"$2,050"
2020-12-11 15:07:00,Castro,1 MONTH FREE RENT! 4BR/1BA Flat! Parking! Laundry! Garden! Deck!,4,NA,"$6,200"
2020-12-11 15:07:00,Haight Ashbury,"Spacious two bedroom unit w/ hrdwd flrs through out, split bathroom",2,NA,"$3,095"
2020-12-11 15:07:00,Hayes Valley,"One Month Free Rent! Renovated, Sunny Hayes Valley Studio",NA,NA,"$1,900"
2020-12-11 15:07:00,Potrero Hill,1 MONTH FREE RENT: 3BR/2BA Freshly Renovated Garden Unit! Laundry!,3,NA,"$3,995"
2020-12-11 15:06:00,Tenderloin,6 WEEKS FREE RENT! Large Centrally Located Loft Studio!,NA,NA,"$1,725"
2020-12-11 15:05:00,Nob Hill,Beautiful Studio / WD in Unit / Nob Hill / 795 Pine #36 / RentingSF,NA,NA,"$1,995"
2020-12-11 15:05:00,Potrero Hill,"1BD 1BA, Top Floor, Large Kitchen, Views, Partially Furnished",1,NA,"$2,150"
2020-12-11 15:04:00,Ingleside,"More space, privacy, quiet. Our townhomes are large & affordable!",1,792,"$2,375"
2020-12-11 15:04:00,Lower Pac Hts,Lower Pac heights/1440 Sutter&Gough/Balcony/W/D in unit!!,2,900,"$3,295"
2020-12-11 15:03:00,Lower Nob Hill,Bright Studio near Downtown with Gorgeous Bay Windows; Pet Friendly,NA,NA,"$1,695"
2020-12-11 15:03:00,Sunset,2-Bedroom Unit for Rent near the ocean,2,NA,"$2,300"
2020-12-11 15:03:00,Lower Nob Hill,Gorgeous 2BR/1BA in Lower Nob Hill; W/D in Unit; Pet Friendly,2,NA,"$2,595"
