posted,neighborhood,post title,number bedrooms,sqft,price
2020-12-11 17:41:00,Castro,Renovated Two Bedroom Unit in Mission Dolores,2,NA,"$2,895"
2020-12-11 17:40:00,Hayes Valley,One month free - Charming Studio with Bay Windows in Hayes Valley,NA,NA,"$1,550"
2020-12-11 17:40:00,Hayes Valley,One Month Free - Top Floor Charming Studio in Hayes Valley,NA,NA,"$1,550"
2020-12-11 17:40:00,Hayes Valley,Bright and Charming Real Spacious One Bedroom in Hays Valley,1,NA,"$2,095"
2020-12-11 17:40:00,Russian Hill,1320Lombard/Great Location/*6 Week Move-in Allowance,1,853,"$3,145"
2020-12-11 17:39:00,Lower Haight,"Great Location, Convenient 1BD at Lower Haight - Available Now!",1,NA,"$1,825"
2020-12-11 17:39:00,Soma,1B1Ba Luxury High Rise in Mid Market- 3 Months Free Rent,1,560,"$2,253"
2020-12-11 17:37:00,Pacific Heights,4BD Flat in Pacific Heights Just 1 Block from Whole Foods Market,4,NA,"$4,995"
2020-12-11 17:36:00,Pacific Heights,Compact 2BD/1.5BA Exclusive Washer/Dryer - Available Now!,2,NA,"$2,895"
2020-12-11 17:36:00,Mission District,6 Weeks Free! Penthouse w Private Roof Top Deck; In-Unit W/D; Pets Ok!,3,NA,"$4,595"
2020-12-11 17:36:00,Inner Richmond,6 Weeks Free! Newly Remodeled 3BR/2BA; W/D In-Unit; Pets Ok!,3,NA,"$4,895"
2020-12-11 17:35:00,Inner Sunset,4 Mins to UCSF! Cute & Convenient Studio - Available Now!,NA,NA,"$1,895"
2020-12-11 17:35:00,Nob Hill,6 Weeks Free! Newly Remodeled 2BR/1BA; In-Unit W/D; Pets Ok!,2,NA,"$3,295"
2020-12-11 17:35:00,Lower Nob Hill,6 Weeks Free! Just Remodeled Studio/1BA; In-Unit W/D; Pets Ok!,1,NA,"$1,995"
2020-12-11 17:33:00,Castro,Coveted 2 Bedroom 1.5 Bath Unit in Corona Heights Duplex,2,1200,"$4,500"
2020-12-11 17:33:00,Inner Richmond,Huge 1BR+Den/1BA in the Inner Richmond; W/D in Unit; Pets OK,1,NA,"$3,195"
2020-12-11 17:33:00,Castro,ONLY NEED DEPOSIT TO MOVE IN - SHOWING TODAY -  Dolores Pk,1,700,"$2,250"
2020-12-11 17:33:00,Hayes Valley,Gorgeous 1BR/1BA in Beautiful Hayes Valley; W/D in Unit; Pets OK,1,NA,"$2,895"
2020-12-11 17:33:00,Usf,"Remodeled Apartment with W/D in Unit, Pets OK, 6 weeks FREE!",3,NA,"$4,795"
2020-12-11 17:33:00,Financial District,Affordale SRO in Chinatown,1,NA,$850
2020-12-11 17:29:00,Western Addition,430 Scott@Oak/Great Location/*$0 Deposit Special/Move in Allowance,1,NA,"$2,795"
2020-12-11 17:28:00,Inner Richmond,Huge 2BR+Den/2BA in the Inner Richmond; Gorgeous Remodel; W/D; Pets OK,2,NA,"$4,395"
2020-12-11 17:28:00,Nob Hill,Newly Remodeled 3BR/2BA; Bright Corner Unit; W/D in Unit,3,NA,"$4,095"
2020-12-11 17:28:00,Lower Nob Hill,Newly Remodeled 2BR/2BA; W/D in Unit; Pet Friendly,2,NA,"$2,995"
2020-12-11 17:28:00,Hayes Valley,78 Buchanan/$0 Deposit/Pets OK/*6 Week Move-in Allowance &$0 Deposit,1,903,"$3,395"
2020-12-11 17:27:00,Lower Nob Hill,Newly Remodeled 2BR/1BA; Bright and Spacious Unit; Pet Friendly,2,NA,"$2,795"
2020-12-11 17:27:00,Pacific Heights,Exquisite 2 bed/2 bath VIEWS WASHER/DRYER in Luxury Pac Heights Bldng,2,NA,"$6,850"
2020-12-11 17:27:00,Lower Nob Hill,Newly Remodeled Studio/1BA; Huge Walk-In Closet; Pet Friendly,NA,NA,"$1,895"
2020-12-11 17:27:00,North Beach,Two Bedroom Apartment in Telegraph Hill Fourplex Available Now,2,NA,"$3,000"
2020-12-11 17:27:00,Pacific Heights,Huge and updated in Pacific Heights with HARDWOOD FLOORS (PHOTOS)!,NA,NA,"$2,450"
2020-12-11 17:27:00,Downtown,Everything You Need. All Right Here @ Fox Plaza,1,672,"$2,167"
2020-12-11 17:27:00,Pacific Heights,Remodeled studio w/ Bay View in prime Pacific Heights HARDWOOD FLOORS!,NA,NA,"$2,850"
2020-12-11 17:27:00,Haight Ashbury,"*Large Top Flr 3Br/2Ba ,View, Lndry, 6 months free parking*",3,NA,"$3,395"
2020-12-11 17:24:00,Hayes Valley,520 Buchanan/Perfect Location/*6 Week Move in Allowance&$0 Deposit,NA,448,"$2,295"
2020-12-11 17:24:00,Mission District,Updated 3BR + Office in Prime Mission Dolores / Valencia Location!,3,1255,"$3,995"
2020-12-11 17:23:00,Castro,"3 bed with 2 ba, Newly Painted, Pet OK",3,NA,"$3,850"
2020-12-11 17:23:00,Castro,"Newly Painted, New Appliances, Pet OK",3,NA,"$3,850"
2020-12-11 17:22:00,Lower Haight,2BR with Private Deck!,2,NA,"$3,200"
2020-12-11 17:22:00,Castro,"Sunny New Paint Studio, Pet OK",NA,NA,"$1,895"
2020-12-11 17:22:00,Richmond,"Quiet 1 Bedroom 1 Bath , Top Floor unit near public transit",1,NA,"$2,154"
2020-12-11 17:22:00,Soma,**NEWLY REMODELED STUDIO that feels like a 1 Bedroom**,NA,350,"$1,880"
2020-12-11 17:22:00,Downtown,Perfect equal space for two roomies working from home @ 50 Jones!!,2,786,"$2,664"
2020-12-11 17:18:00,Financial District,Golden Gateway Commons - Large 3BR + office / 3BA w/ pvt patio & deck,3,2250,"$8,300"
2020-12-11 17:18:00,Pacific Heights,ALCATRAZ & BAY VIEWS - Fully Furnished Condo for Lease,2,1100,"$4,750"
2020-12-11 17:17:00,Soma,"Find Your Freedom, Without Leaving Home",1,650,"$2,770"
2020-12-11 17:16:00,Laurel Hts,3 Bedroom Apartment in Beautiful Laurel Heights,3,NA,"$3,950"
2020-12-11 17:16:00,Mission District,Large 2 Bedrooms Edwardian Upper Flat,2,1400,"$3,400"
2020-12-11 17:16:00,San Francisco,$1150 Private BDRM- Shared Bath Inner Richmond District San Francisco,4,NA,"$1,150"
2020-12-11 17:16:00,Potrero Hill,"Potrero Hill, Bay/City views, top of hill , h/wd, sunny",1,725,"$2,295"
2020-12-11 17:15:00,Bernal Heights,Mission-Bernal Apartment with Backyard Access,1,NA,"$2,350"
2020-12-11 17:15:00,Cole Valley,"2 MONTHS FREE RENT! Views of Buena Vista Park, Parking and office",1,829,"$3,495"
2020-12-11 17:15:00,Mission District,Brand New Eat-In Kitchen--Can be used as three bedroom,3,1000,"$3,800"
2020-12-11 17:15:00,Alamo Square,Exciting Street Views from Your Bay Window! Move In Specials!,1,700,"$2,795"
2020-12-11 17:15:00,Bernal Heights,"Jaw Dropping, Top Floor, Beautiful, Spacious 3 Bd 2 Ba",3,NA,"$4,520"
2020-12-11 17:15:00,Mission District,"2 MONTHS FREE RENT! Spacious, Private Deck, Pets Allowed",2,926,"$3,600"
2020-12-11 17:15:00,Alamo Square,Move In Specials! Sunny Apartment with Bay Windows and Downtown Views,1,700,"$2,795"
2020-12-11 17:15:00,Alamo Square,2 MONTHS FREE RENT!Updated Edwardian Apartment with Remodeled Bathroom,1,700,"$2,295"
2020-12-11 17:15:00,Alamo Square,Move In Specials! Enjoy Divisadero Street and Walk to Alamo Square,1,700,"$2,495"
2020-12-11 17:15:00,Haight Ashbury,2 MONTHS FREE RENT!  Walk to Golden Gate Park and Local Restaurants,1,NA,"$2,395"
2020-12-11 17:14:00,Alamo Square,2 MONTHS FREE RENT! Bring the Outside in w/ Downtown Views,NA,461,"$2,025"
2020-12-11 17:14:00,Haight Ashbury,2 MONTHS FREE RENT! Walk to Golden Gate Park from Your New Apartment,1,547,"$2,595"
2020-12-11 17:14:00,Pacific Heights,6 Weeks Free! Large/Sunny 1BR/1BA; Huge Closet; Pets Ok!,1,NA,"$2,995"
2020-12-11 17:13:00,Inner Richmond,"Newly remodeled 1 bd / 1 bath; Great location, convenient",1,NA,"$1,700"
2020-12-11 17:13:00,Bayview,Lovely 2x1 w/in-unit laundry & Lease This Weekend $1000 Look & Lease,2,790,"$2,775"
2020-12-11 17:13:00,Tenderloin,6 Weeks Free! Beautifully Remodeled 1BR/1BA; In-Unit W/D; Pets Ok!,1,NA,"$1,995"
2020-12-11 17:13:00,Lower Nob Hill,6 Weeks Free! Beautiful 2BR/2BA; In-Unit W/D; Shared Yard; Pets Ok!,2,NA,"$2,995"
2020-12-11 17:12:00,Downtown,ABUNDANT SPACE AND CONTEMPORARY DESIGN IN CENTRAL SF! 2 MONTHS FREE!,1,855,"$2,942"
2020-12-11 17:12:00,Noe Valley,610 Clipper/Walk to 24th St/Pets ok/*6 Week Move in Allowance,NA,NA,"$1,995"
2020-12-11 17:12:00,Lower Nob Hill,6 Weeks Free! Newly Remodeled 1BR/1BA Pets Ok!,1,NA,"$2,295"
2020-12-11 17:12:00,Marina,Studio/Marina/Cow Hollow/2975Van ness&Francisco/Available Now!,1,413,"$2,095"
2020-12-11 17:11:00,Nob Hill,6 Weeks Free! Remodeled 1BR/1BA in Nob Hill; Pets Ok!,1,NA,"$2,795"
2020-12-11 17:11:00,Soma,Want Luxury Living? Come to 33 Tehama! 1x1s 2x2s Available NOW!,1,487,"$2,380"
2020-12-11 17:11:00,Castro,2079 Market/Great Location/*$0Deposit+6 Week Move in Allowance/Pets OK,NA,361,"$1,995"
2020-12-11 17:09:00,Lower Nob Hill,"1007 Sutter St. Spacious, Top Floor Corner Unit w/ Large Closets!",NA,NA,"$1,550"
2020-12-11 17:09:00,Lower Nob Hill,845 Sutter St. Spacious & Sunny Studio!!,NA,NA,"$1,550"
2020-12-11 17:09:00,Lower Nob Hill,"1007 Sutter St. Spacious, Top Floor Unit w/ Large Closets!",NA,NA,"$1,695"
2020-12-11 17:09:00,Lower Pac Hts,"1350 Sutter St. Street-Facing, 1BR unit w/ Hardwood Flrs!",1,NA,"$1,950"
2020-12-11 17:09:00,Nob Hill,1372 Pine St. Sunny! Newly Remodeled 1BR w/ Huge Closets!,1,NA,"$2,150"
2020-12-11 17:08:00,Lower Haight,"585 Page Street -Newly- Renovated, Spacious & Sunny 1BR Unit!!",1,NA,"$2,400"
2020-12-11 17:08:00,Lower Nob Hill,"757 Leavenworth St. Spacious Top Floor, Studio w/ Breakfast Nook!",NA,NA,"$1,595"
2020-12-11 17:08:00,Lower Nob Hill,"895 Sutter St. Top Floor, Spacious & Sunny Studio!!",NA,NA,"$1,550"
2020-12-11 17:08:00,Lower Nob Hill,825 Jones St. Spacious Studio w/ Huge Walk-in Closet & Hardwd Floors!,NA,NA,"$1,495"
2020-12-11 17:08:00,Downtown,Efficiency Studio. Located 1 Block from Union Square!,NA,NA,"$1,195"
2020-12-11 17:08:00,Lower Nob Hill,845 Sutter St. Beautiful & Sunny 1BR Unit w/ Hardwood Flrs!,1,NA,"$1,950"
2020-12-11 17:07:00,Mission District,Mission Terrace Home - Near Bart Station (mission district),3,1315,"$4,000"
2020-12-11 17:07:00,Marina,"Newly-Renovated, Spacious 1BR/1BA in Marina/Cow Hollow!",1,NA,"$2,550"
2020-12-11 17:07:00,Downtown,Spacious Mid Market Loft,NA,425,"$1,590"
2020-12-11 17:06:00,Inner Sunset,"1BR: Remodeled, Modern, Furnished, Walk to UCSF, 15 to Downtown/BART",1,500,"$2,000"
2020-12-11 17:05:00,Alamo Square,6 Weeks Free! Near Alamo Sq Park; In-Unit W/D; Pets Ok!,4,NA,"$6,395"
2020-12-11 17:05:00,Lower Nob Hill,6 Weeks Free! Just Remodeled 2BR/1BA; In-Unit/W/D; Pets Ok!,2,NA,"$2,595"
2020-12-11 17:05:00,Sunset,"Spacious, Modern, Convenient 1BR/1BA apartment in Sunset",1,800,"$2,300"
2020-12-11 17:05:00,Inner Richmond,"►Renovated, Close to Golden Gate Park and All Conveniences◄",2,900,"$3,400"
2020-12-11 17:05:00,Pacific Heights,6 Weeks Free! Newly Remodeled 3BR/2BA; In-Unit W/D; Pets Ok!,3,NA,"$4,995"
2020-12-11 17:04:00,Lower Nob Hill,6 Weeks Free! Just Remodeled Studio/1BA; Pets Ok!,NA,NA,"$1,995"
2020-12-11 17:04:00,Richmond,Wonderful Lake District Newly Renovated 2bed/1ba,2,750,"$3,995"
2020-12-11 17:04:00,Nob Hill,6 Weeks Free! Newly Remodeled 1BR/1BA In Classic SF Building; Pets Ok,1,NA,"$2,295"
2020-12-11 17:04:00,Marina,ONE MONTH FREE! GREAT 1 BR w/ PVT DECK off VIBRANT UNION ST,1,900,"$2,350"
2020-12-11 17:03:00,Noe Valley,Victorian 2 bedroom 2 bath in Noe Valley,2,NA,"$3,695"
2020-12-11 17:03:00,Downtown,Chic Urban Living at The Garfield-One Bedroom Top-Corner Unit,1,700,"$2,350"
2020-12-11 17:03:00,Soma,SOMA 2 Bedroom Condo Top Floor Unit,2,690,"$2,950"
2020-12-11 17:03:00,Noe Valley,SPACIOUS  NOE VALLEY 2B/1BA VICTORIAN FLAT -GARAGE  AVAILABLE,2,1726,"$5,495"
2020-12-11 17:03:00,Potrero Hill,"Grand 3x2 with Dual Entrances - Pets ok! - 2 Months FREE + $1,000",3,979,"$3,000"
2020-12-11 17:02:00,Downtown,Mid Market loft with high ceiling,NA,250,"$1,150"
2020-12-11 17:02:00,Marina,ONE MONTH FREE! GREAT TOP FLR w/PVT DECK in PRIME LOCATION!,2,1040,"$2,950"
2020-12-11 17:01:00,North Beach,"Genoa-Charming Cottage, Parking, Pet Ok!",1,650,"$2,400"
2020-12-11 17:00:00,Potrero Hill,"Quiet condo at The Potrero, all bamboo floor, parking",2,NA,"$3,300"
2020-12-11 17:00:00,Nob Hill,"Pacific-Fully renovated 2-3bd w/In-Unit Lndry, Patio & Bike Parking!",2,1100,"$3,500"
2020-12-11 17:00:00,Noe Valley,"Three private decks, 2 bedrooms, 1 car parking",2,NA,"$3,400"
2020-12-11 17:00:00,North Beach,Large 2bd/2bth Flat w/Gorgeous Bay Views & Updated Kitchen,2,1600,"$5,500"
2020-12-11 17:00:00,Potrero Hill,"The Potrero Unit 450, watch the video!",2,930,"$3,300"
2020-12-11 17:00:00,Hayes Valley,Top Floor Studio 1 Bath with shared laundry,NA,NA,"$1,795"
2020-12-11 17:00:00,Mission District,Mission Dolores Park/3809 20th&Dolores/W/D in unit/Top Floor!!,1,NA,"$3,095"
2020-12-11 17:00:00,Hayes Valley,6 Weeks Free! Studio/1BA in Hayes Valley; Pets Ok!,NA,NA,"$1,995"
2020-12-11 17:00:00,North Beach,"Vallejo St.-NEW KITCHEN w/Dishwasher, Fireplace & Parking",1,725,"$2,750"
2020-12-11 16:59:00,Richmond,Spacious and Comfortable 2BR / 2BA with Parking,2,900,"$2,800"
2020-12-11 16:59:00,Marina,Pierce Street-Lovely 1bd W/Updated Kitchen and Bathroom,1,775,"$3,000"
2020-12-11 16:59:00,Sunset,Lovely Garden 1 Bedroom 1 Bath Unit with Washer and Dryer,1,675,"$2,195"
2020-12-11 16:59:00,Nob Hill,6 Weeks Free! Studio/1BA in Classic SF Building; Pets Ok!,NA,NA,"$1,895"
2020-12-11 16:59:00,Marina,"$2,195/1BR - Top Floor 1BR/1BA With City and Bay Views (Marina/Cow Hol",1,500,"$2,195"
2020-12-11 16:59:00,Soma,***LIKE NEW STUDIO with Great Floor Plan!***,NA,350,"$1,880"
2020-12-11 16:59:00,Marina,Chestnut St-2 Spacious and Quiet Studio's-Pkg Available!,NA,NA,"$1,700"
2020-12-11 16:59:00,Lower Haight,Studio Loft on Haight!,1,NA,"$2,395"
2020-12-11 16:59:00,Marina,6 Weeks Free! Just Remodeled Near Fort Mason; In-Unit W/D; Pets Ok!,3,NA,"$4,395"
2020-12-11 16:59:00,Marina,"Northpoint-Lovely Studio, Updated w/Parking Available",NA,NA,"$2,250"
2020-12-11 16:59:00,Pacific Heights,The Rockwell: Full Service Building in Heart of Pacific Heights,1,NA,"$3,200"
2020-12-11 16:59:00,Marina,Octavia-Spacious Studio w/Walk-in Closet,NA,NA,"$1,850"
2020-12-11 16:58:00,Lower Nob Hill,6 Weeks Free! Beautifully Remodeled 1BR/1BA; Shared Yard; Pets Ok!,1,NA,"$2,195"
2020-12-11 16:58:00,Noe Valley,1 bedroom 1 Bath w/hardwood floors,1,NA,"$2,395"
2020-12-11 16:58:00,Laurel Hts,Gorgeous Presidio Heights w/ GGB VIEWS + 1 MONTH FREE REN,1,NA,"$3,200"
2020-12-11 16:58:00,Soma,LUMINA Home valet parking included,2,1367,"$5,195"
2020-12-11 16:57:00,Duboce Triangle,Spacious four bedroom 2 full bathrooms,4,NA,"$4,995"
2020-12-11 16:57:00,Richmond,Another Price Adjustment!Nice flat with gorgeous hardwood floor,2,1100,"$3,350"
2020-12-11 16:57:00,Noe Valley,"RECENTLY REMODELED flat like 2-3BR top floor, w/hdwd floor, parkg...",2,NA,"$3,475"
2020-12-11 16:56:00,Richmond,390 29th Ave/Pay $0 Deposit/Great Location/Pets OK,2,NA,"$2,895"
2020-12-11 16:55:00,Downtown,"COMMODIUS, COMFORTABLE, AND CONVENIENT 8 WKS FREE PLUS $1500 CREDIT!!",1,769,"$2,812"
2020-12-11 16:54:00,Soma,"Clean & Comfy 1-Bed, 1-Bath Condo Unit in San Francisco, CA",1,740,"$2,800"
2020-12-11 16:54:00,Russian Hill,"The Cottage w/ this pic for $1,870 is a SCAM. Do not respond.",1,750,"$2,850"
2020-12-11 16:53:00,Anza Vista,Spacious Top-Floor Apartment with Secure Parking in Mid-Century Bldg,1,635,"$2,550"
2020-12-11 16:53:00,Alamo Square,1725 Turk/Remodeled/*6 Week Move in Allowance+$Deposit Special,1,NA,"$2,595"
2020-12-11 16:52:00,Hayes Valley,"Beautiful 1 bed/ 1 bath w/ lts of pntry spc, elev in bldng",1,NA,"$1,995"
2020-12-11 16:50:00,Mission District,Top Floor 2 bedroom 1 bath near Dolores Park,2,NA,"$3,495"
2020-12-11 16:50:00,Nob Hill,City Views | 4 work @ home areas | Shared Backyard | W/D in-unit,4,NA,"$4,295"
2020-12-11 16:50:00,Pacific Heights,@ Fillmore Street | Dishwasher | Garage Prkng Avail,1,NA,"$2,495"
2020-12-11 16:50:00,Inner Sunset,"Great view top floor Apartment, rent includes water and garbage",1,NA,"$2,450"
2020-12-11 16:49:00,Noe Valley,642 Alvarado//Great Noe Location/*6 Week Move-in Allowance,1,NA,"$2,595"
2020-12-11 16:49:00,Alamo Square,Nopa/1725 Turk& Scott/Alamo Square Park/W/D in unit/Available Now!!,1,546,"$2,595"
2020-12-11 16:49:00,Bernal Heights,Charming Victorian Bernal Heights Flat w/Sunroom and Loft,1,1400,"$3,500"
2020-12-11 16:49:00,Lower Nob Hill,Newly Remodeled 1BR/1BA; W/D in Unit; Pet Friendly,1,NA,"$2,595"
2020-12-11 16:48:00,Mission District,Newly Remodeled 1BR+Den/1BA in the Mission; Gorgeous Finishes; Pets OK,1,NA,"$2,995"
2020-12-11 16:48:00,Mission District,"1BR: Newly Remodeled, Furnished, Modern, @ Heart of Mission; Near BART",1,500,"$2,300"
2020-12-11 16:48:00,Nob Hill,Remodeled 2 Bed 2 Bath with Hardwood Floors!,2,NA,"$2,995"
2020-12-11 16:48:00,Hayes Valley,Beautifully Remodeled Bright 2BR/2BA in Hayes Valley; W/D in Unit,2,NA,"$4,195"
2020-12-11 16:48:00,North Beach,#229 Furnished 1 bedroom 1 bath in North Beach,1,613,"$3,750"
2020-12-11 16:48:00,Lower Nob Hill,Huge Studio/1BA Next to Union Square; Bright and Spacious; Pets OK,NA,NA,"$1,895"
2020-12-11 16:48:00,Noe Valley,"2 Bedroom Victorian Apartment in Beautiful, Sunny Noe Valley(SAT 2-4p)",2,NA,"$2,995"
2020-12-11 16:47:00,Hayes Valley,Newly Remodeled 1BR/1BA in Hayes Valley; W/D in Unit; Pets OK,1,NA,"$2,995"
2020-12-11 16:47:00,Mission District,Duboce Triangle/400 Duboce&Church/Great Location/Muni/Available Now!!!,1,574,"$2,595"
2020-12-11 16:46:00,Cole Valley,Classic railroad style 2bed/1 bath w/ hrdwd flrs throught,2,NA,"$2,995"
2020-12-11 16:46:00,Twin Peaks,Modern 1 Bedroom w/Amazing Views & Parking,1,NA,"$2,695"
2020-12-11 16:46:00,Bernal Heights,Bernal Heights/40 Tiffany&Duncan/Remodled/Available Now!,1,NA,"$2,695"
2020-12-11 16:46:00,Marina,Cozy One-Bedroom with GG View,1,450,"$2,400"
2020-12-11 16:45:00,Hayes Valley,Cozy Remodeled 1 bedroom 1 bath with laundry on building,1,NA,"$1,995"
2020-12-11 16:44:00,Lower Pac Hts,Preston Apts. - 2 Bedrooms available,2,NA,"$2,900"
2020-12-11 16:43:00,Russian Hill,Amazing Jr 1 bed....Like  being in Mill Valley without the hassle.,NA,NA,"$1,950"
2020-12-11 16:43:00,Marina,Brand New 1 BD| Big Living Room | 1 BLK from the Ocean | Pet Friendly!,1,NA,"$2,395"
2020-12-11 16:43:00,Soma,Modern 3BD | W&D in Unit | HUGE Kitchen/ Living Area,3,1400,"$3,500"
2020-12-11 16:43:00,Marina,Bright & Sunny 2 BD| Golden Gate Bridge Views| Huge Living Room,2,1100,"$3,600"
2020-12-11 16:42:00,Lower Pac Hts,HUGE 3BD 2 BA | Backyard | Pet Friendly | Best Location | W/D in Unit,3,1400,"$5,200"
2020-12-11 16:42:00,Noe Valley,Open | Spacious | Remodeled | 1 BD 1 BA | Location!,1,850,"$2,850"
2020-12-11 16:42:00,Mission District,Huge 3BD | 1 BA | Quiet | Fully Remodeled | Brand New | Open Floorplan,3,1300,"$4,399"
2020-12-11 16:42:00,Marina,Huge 1 Bedroom | Top Floor | Private Parking Garage| Outdoor Space,1,850,"$2,795"
2020-12-11 16:42:00,Marina,Remodeled Studio | Steps from Aquatic Park and Fort Mason,1,NA,"$2,095"
2020-12-11 16:42:00,Marina,Rooftop Deck| Hardwood Floors | Big Kitchen| Walk in Closet,NA,550,"$2,250"
2020-12-11 16:42:00,Russian Hill,Fort Mason | Studio w/ Walk in Closet | Eat in Kitchen | Location!,1,NA,"$1,900"
2020-12-11 16:42:00,Russian Hill,1Quiet 1 Bedroom |Walking Distance to Aquatic Park | Big Living Rm,1,750,"$2,300"
2020-12-11 16:42:00,Noe Valley,Corner 2 BD| Views | Best Location | Huge Closets| Remodeled| Parking,2,1300,"$3,599"
2020-12-11 16:41:00,Mission District,RARE 3BD 3BA | Open Concept  | Huge Rooms | W/D in Unit | Pets OK,3,1400,"$4,200"
2020-12-11 16:41:00,Marina,Junior 1 BD (HUGE STUDIO)| Hardwood Floors | Walk in Closet,1,800,"$2,450"
2020-12-11 16:41:00,Noe Valley,1 MONTH FREE! 4 Bdrm. Noe Valley. ALL NEW! Victorian Charm.,4,1650,"$5,795"
2020-12-11 16:41:00,Alamo Square,"4BR/2BA: Newly Remodeled, Safe, Convenient location",4,1000,"$3,700"
2020-12-11 16:40:00,Visitacion Valley,Wonderful Renovated 3 Bed 2 Bath Apartment,3,NA,"$3,295"
2020-12-11 16:39:00,Downtown,SPACIOUS AND SLEEK 2 BR WITH SPACE FOR HOME GYM OR DEN! 3 MONTHS FREE!,2,950,"$3,107"
2020-12-11 16:38:00,Nob Hill,6 Weeks Free! Beautifully Remodeled 2BR/1BA; In-Unit W/D; Pets Ok!,2,NA,"$3,895"
2020-12-11 16:38:00,Mission District,MOVE IN NOW AND DON'T PAY UNTIL JANUARY 2021 EFFECTIVE RENT $1450,NA,240,"$1,450"
2020-12-11 16:38:00,Nob Hill,6 Weeks Free! Beautifully Remodeled 1BR/1BA in Nob Hill; Pets Ok!,1,NA,"$3,195"
2020-12-11 16:38:00,Soma,Lovely 2 bedroom flat with 2 baths and shared patio!,2,NA,"$2,895"
2020-12-11 16:37:00,San Francisco,Now is the time to lock in the apartment of your dreams!,2,NA,"$3,917"
2020-12-11 16:37:00,Downtown,BRILLIANT 2 BR DESIGN WITH TONS OF SPACE 12 WEEKS OFF + $1500 SB!!,2,1267,"$3,557"
2020-12-11 16:37:00,Lower Nob Hill,6 Weeks Free! Newly Remodeled 2BR/1BA; Pets Ok!,2,NA,"$2,795"
2020-12-11 16:37:00,Hayes Valley,Laguna@Waller/*6 Week Move in Allowance/Great Location,1,456,"$2,295"
2020-12-11 16:36:00,Cole Valley,"Corner Flat at Arguello and Frederick - 3 Bedroom, 1.5 Bath",3,NA,"$5,500"
2020-12-11 16:36:00,Nob Hill,Edwardian Six Room Flat - FIRST MONTH FREE!,4,1500,"$6,000"
2020-12-11 16:36:00,Nob Hill,6 Weeks Free! Newly Remodeled 2BR/1BA in Classic SF Building; Pets Ok!,2,NA,"$3,295"
2020-12-11 16:36:00,Castro,Remodeled Studio/$0 Deposit/210 Church/6 Week Move in Allowance,NA,366,"$1,995"
2020-12-11 16:33:00,Potrero Hill,Gorgeous Flat with large backyard!,4,NA,"$5,395"
2020-12-11 16:32:00,Downtown,LARGE 2nd Floor - ONE Bed / ONE Bath - Avail Soon - PARKING,1,NA,"$2,295"
2020-12-11 16:32:00,Hayes Valley,Beautiful Top Floor 1BD Stainless Steel Appliances - Available Now!,1,NA,"$2,295"
2020-12-11 16:32:00,North Beach,"Beautifully Remodeled 3 Bedroom, 2 Bath w/ Laundry",3,NA,"$5,495"
2020-12-11 16:32:00,Mission District,Studio/Mission/3440 20th & Capp/Muni/Bart/Balcony/W/D in unit!!,1,NA,"$1,845"
2020-12-11 16:31:00,Alamo Square,NOPA Charming 3bed/1.5ba Apartment-Walkers paradise,3,1329,"$3,200"
2020-12-11 16:31:00,Hayes Valley,"Top Floor Studio w/Loft, Shared Back Deck, Laundry, Great Location!",NA,NA,"$2,175"
2020-12-11 16:31:00,Mission District,Two Bed One Bathroom Home! Perfect For Working From Home!,2,728,"$3,696"
2020-12-11 16:31:00,Mission District,EDWARDIAN 2br With GARAGE Dolores/Valencia corridor $4200,2,1100,"$4,200"
2020-12-11 16:30:00,Downtown,MID MARKET MODERN CONDO STYLE 1 BR WITH TONS OF SPACE! 2 MONTHS!,1,796,"$2,817"
2020-12-11 16:30:00,Usf,$2050 - 1BR/1BA Close to Buena Vista Park - USF / Panhandle,1,NA,"$2,050"
2020-12-11 16:29:00,Castro,106 Sanchez/*6 Week Move in Allowance,1,NA,"$3,095"
2020-12-11 16:29:00,Alamo Square,"Private Balcony, On-site Maintenance, Washer/Dryer Hookup",2,760,"$1,965"
2020-12-11 16:29:00,Mission District,Top Floor Condo with Breathtaking SF City Views,1,456,"$2,100"
2020-12-11 16:29:00,Mission District,DECEMBER IS ABSALUTLY FREE EFFECTIVE RENT $1625 UTILITIES PAID,NA,260,"$1,625"
2020-12-11 16:28:00,Lower Pac Hts,You Found Your New Home...Rock On!  2 Weeks Free Rent!,2,925,"$3,403"
2020-12-11 16:28:00,Noe Valley,Noe Valley/660Clipper&25th/Amazing Views/W/D in unit/Top Floor!,2,853,"$3,295"
2020-12-11 16:28:00,Soma,"2 Bed, 2 Bath | Corner Apartment | Get 8 Weeks Free! | Tour Today!",2,950,"$3,499"
2020-12-11 16:27:00,Soma,Awesome 2 bedroom 2.5 bath Live Work Loft,2,1316,"$3,350"
2020-12-11 16:26:00,Soma,Furnished Large 2BD / 2BA Luxury Unit Available,2,1387,"$4,025"
2020-12-11 16:24:00,Richmond,"Recently Fully-Remodeled 3BR, 1BA Flat on Clement Street & 29th Avenue",3,1250,"$3,850"
2020-12-11 16:24:00,Usf,2BR 1BA w/ Park Views Hardwood Floors,2,NA,"$3,300"
2020-12-11 16:23:00,Hayes Valley,300 Buchanan/*Move in Allowance&$0 Deposit,NA,592,"$2,245"
2020-12-11 16:23:00,Richmond,1 MONTH OF FREE RENT- Renovated 1 bed 1 bath in Lake Districrt,1,450,"$2,750"
